100
39 67
2 6 21
33 24 12
23 5 12
15 29 29
31 24 12
29 20 12
10 18 4
7 1 29
47 23 12
29 1 29
43 40 12
47 12 12
39 23 12
9 5 12
37 5 12
23 34 12
31 18 12
41 2 12
37 47 12
16 34 24
37 40 21
16 18 12
29 23 4
41 13 25
9 17 17
19 44 24
47 45 12
2 42 2
18 35 35
12 6 12
28 3 12
44 35 12
47 9 12
1 35 4
29 33 12
4 41 12
10 40 21
27 15 12
33 4 12
12 30 12
38 42 21
44 31 12
19 20 12
31 11 12
34 31 12
9 30 30
9 25 12
25 31 12
21 4 4
24 40 12
30 28 12
39 8 12
24 2 12
13 6 12
31 19 12
17 27 12
21 2 21
19 30 12
60 120
5 14 14
23 11 14
56 26 14
17 48 14
20 36 14
59 34 14
50 11 50
44 29 14
52 56 14
52 23 14
51 56 14
12 10 1
47 5 14
16 41 1
43 28 14
3 35 7
47 32 4
7 5 14
55 25 14
19 4 4
31 2 45
18 36 14
3 31 14
3 38 7
30 6 7
20 39 14
60 38 4
17 6 14
1 7 14
52 5 14
41 27 1
28 52 14
12 8 53
16 31 53
53 11 14
18 20 1
41 29 14
38 19 4
7 21 14
34 11 7
30 23 14
21 35 14
27 19 14
3 22 7
46 20 14
24 29 14
26 44 14
26 53 14
16 54 14
5 58 14
10 26 14
18 60 14
34 7 7
15 29 14
17 53 53
42 52 14
45 19 14
31 35 14
54 21 14
13 34 14
6 10 14
21 58 14
38 52 7
48 54 7
30 54 7
43 40 7
30 40 7
55 56 1
24 2 1
12 27 53
50 23 14
43 5 14
31 20 1
10 44 14
30 2 14
40 58 7
52 47 7
27 2 53
53 49 14
31 51 14
55 24 1
54 27 14
16 4 14
16 8 53
26 20 14
54 22 7
50 16 14
32 19 4
3 55 14
37 32 14
58 25 4
51 19 14
45 6 14
5 31 14
34 48 7
18 24 1
43 13 14
57 41 14
12 30 14
17 25 14
58 60 4
48 41 14
56 2 1
34 60 4
58 13 14
32 41 14
28 10 1
47 31 14
21 47 14
44 31 14
29 22 14
27 54 14
5 11 14
5 24 14
16 42 53
24 45 1
29 6 14
35 59 14
45 47 14
60 30 4
55 50
37 23 4
44 45 42
2 26 13
16 7 4
40 36 4
17 16 4
2 34 4
41 33 42
52 26 26
6 40 4
8 14 42
5 51 4
54 7 4
18 41 4
1 16 4
37 6 4
28 38 4
16 5 4
40 20 4
3 10 4
14 36 4
44 54 4
37 2 4
41 52 13
26 41 13
29 55 5
51 49 4
51 17 4
39 36 4
22 38 4
35 22 4
28 43 4
46 32 13
31 22 4
15 7 4
6 40 4
15 49 4
17 23 4
55 9 5
41 17 4
18 53 4
31 35 4
7 40 42
8 17 4
34 24 4
4 19 4
6 39 4
50 31 4
32 38 42
26 44 13
15 96
14 1 1
14 4 1
2 12 2
9 2 11
11 9 11
15 13 11
10 12 2
5 14 2
14 10 1
5 2 2
9 5 11
14 15 2
4 6 2
2 8 2
4 10 1
7 14 11
13 14 11
1 11 11
2 14 2
5 4 2
10 12 2
12 9 11
2 10 2
10 15 2
4 13 11
8 10 10
8 10 10
3 2 11
13 10 11
3 6 11
3 5 11
2 12 2
9 3 11
5 9 11
7 15 11
6 9 11
2 5 2
7 8 11
11 13 11
13 7 11
15 1 2
15 3 11
7 14 11
1 10 1
12 14 2
15 4 2
13 5 11
10 9 11
8 7 11
15 14 2
7 15 11
3 7 11
3 13 11
13 3 11
3 9 11
9 11 11
10 13 11
6 15 15
4 13 11
5 11 11
15 4 2
13 12 11
3 2 11
6 4 2
8 12 2
1 6 2
6 4 2
5 1 2
1 15 2
6 1 2
9 11 11
13 14 11
15 3 11
1 6 2
11 10 11
8 12 2
9 11 11
7 15 11
7 3 11
13 15 11
11 14 11
11 15 11
2 9 11
2 3 11
7 15 11
13 1 11
10 5 2
11 14 11
4 2 2
13 10 11
13 14 11
2 15 2
6 8 2
6 8 2
1 14 1
6 3 11
60 120
14 31 47
42 55 6
22 26 47
6 32 15
29 49 47
57 15 15
48 41 47
35 44 15
20 40 39
56 25 37
38 49 15
28 51 15
39 56 15
7 13 47
10 56 15
37 10 15
33 28 47
11 41 11
31 15 15
8 48 47
48 49 47
56 54 15
19 42 47
32 11 47
31 10 15
47 1 47
53 45 15
30 27 15
12 38 15
28 3 15
43 25 15
46 17 47
52 11 47
40 15 15
17 58 17
25 40 15
53 7 53
27 23 47
23 10 47
4 6 47
59 38 47
2 10 15
42 59 47
23 47 47
57 13 47
56 30 15
58 41 47
54 48 47
45 16 15
56 58 15
56 60 60
46 24 46
19 52 47
37 36 6
57 5 55
35 54 35
44 9 47
3 31 15
4 53 47
15 40 15
12 28 37
56 5 37
58 27 15
25 32 15
59 8 47
7 5 28
60 25 37
33 18 47
38 8 47
45 30 39
3 42 15
26 55 47
18 6 15
43 9 47
46 17 47
50 30 15
59 1 47
38 13 47
3 19 47
35 41 47
26 55 47
25 13 47
6 4 47
16 52 6
51 26 47
57 12 37
51 50 15
11 60 47
30 26 47
1 57 15
12 16 37
42 49 15
47 29 47
22 60 37
12 2 6
58 43 58
8 54 47
34 20 15
57 3 15
27 10 15
25 20 15
2 21 47
4 27 47
46 40 47
54 22 15
1 36 15
25 43 15
60 13 47
10 57 15
9 25 47
25 30 15
52 7 6
4 33 47
55 49 15
48 10 47
34 27 55
42 43 15
29 30 47
24 36 47
28 58 15
31 32
2 1 9
10 19 9
20 7 5
18 8 19
12 25 9
2 25 20
30 2 2
28 16 5
13 19 19
21 4 5
7 9 9
20 9 9
21 27 9
21 7 5
30 6 9
5 1 9
6 2 9
17 27 9
2 6 9
1 3 3
9 24 9
17 10 5
7 12 9
1 26 9
24 11 5
9 7 9
29 5 5
20 15 20
8 1 19
7 4 5
14 26 9
31 3 9
32 22
10 30 19
11 25 6
3 22 6
16 25 6
25 19 6
5 21 21
18 24 6
6 19 6
5 17 6
21 20 20
19 9 19
9 8 19
29 26 6
24 4 6
29 10 19
13 4 19
16 22 19
22 2 19
4 10 19
27 19 19
24 13 6
13 4 19
15 87
14 13 7
10 1 7
9 4 1
14 11 1
9 6 8
14 6 8
15 2 1
11 12 1
7 12 6
13 6 7
14 10 7
2 11 1
6 1 1
7 13 7
7 14 7
1 3 1
8 3 7
4 8 1
5 14 7
5 10 4
5 8 7
2 10 7
5 15 7
9 14 8
10 1 7
13 7 4
1 5 7
2 10 7
1 9 1
15 6 8
9 1 1
3 11 7
1 12 1
5 12 7
15 11 4
9 13 7
7 8 7
2 10 7
3 7 7
4 11 1
7 8 7
1 14 1
4 8 1
1 15 1
14 13 7
11 10 7
12 7 7
2 8 1
4 11 1
12 15 1
12 14 1
3 15 7
13 15 13
10 3 7
3 14 7
10 14 7
12 13 7
5 14 2
9 1 1
15 12 1
7 13 13
1 6 1
14 12 1
9 6 8
2 3 7
14 11 1
1 7 7
4 6 1
2 6 1
9 13 7
9 10 7
8 4 1
2 7 7
9 1 1
12 6 1
15 14 15
5 10 7
8 7 8
8 10 9
14 2 1
15 10 8
5 11 7
10 11 7
11 15 10
14 15 15
1 9 1
15 14 15
60 120
58 19 43
1 31 43
11 23 30
23 25 30
13 30 30
22 50 43
26 56 43
15 51 30
22 47 43
57 55 30
60 15 43
1 21 43
22 4 43
60 41 43
27 8 43
1 31 43
45 50 30
26 25 20
45 19 35
11 37 30
51 12 20
45 57 30
20 53 43
14 25 30
26 36 30
31 24 43
48 11 30
60 22 43
33 25 43
60 54 43
3 1 43
23 21 30
53 21 43
9 17 43
55 7 43
54 43 43
38 43 43
6 29 30
39 35 30
40 32 35
2 9 43
4 23 30
49 60 43
34 37 30
48 42 34
42 14 34
20 39 30
8 34 34
2 28 43
43 48 43
2 44 43
4 35 30
18 2 43
37 60 43
38 45 30
44 50 30
3 2 43
43 28 43
14 9 43
39 38 34
16 11 30
27 44 43
9 40 43
44 45 30
47 15 30
56 16 43
49 37 30
4 50 30
46 29 43
55 1 43
37 22 43
23 26 30
53 47 43
57 39 34
36 17 43
54 18 30
25 16 30
42 48 34
11 38 30
10 54 43
17 54 43
19 42 30
53 30 43
3 46 3
28 5 43
52 51 30
56 14 43
8 28 43
40 55 30
17 34 43
38 43 43
47 20 20
13 28 43
18 1 43
32 8 30
53 17 43
13 24 43
27 57 43
55 21 30
29 21 34
40 60 43
45 5 30
58 27 27
32 38 30
33 32 43
37 16 30
39 14 34
3 16 30
23 21 30
50 16 30
3 48 30
22 19 43
52 34 30
2 4 43
24 35 43
38 52 30
31 53 43
24 14 43
29 2 43
58 8 43
48 93
4 28 39
26 17 48
9 31 28
27 12 37
43 31 1
13 16 37
7 46 37
45 28 37
43 9 1
43 42 1
10 47 37
9 8 9
47 39 48
43 38 1
29 24 48
48 19 37
1 27 1
13 44 48
25 20 37
27 12 37
38 33 37
3 18 37
42 24 37
48 13 48
10 26 37
48 34 37
45 36 37
19 33 37
30 15 1
34 38 37
14 9 1
18 48 37
11 23 37
6 28 37
16 37 37
26 33 37
8 41 37
23 34 37
30 34 1
14 12 1
3 10 37
29 22 37
40 5 48
22 48 37
15 16 37
15 22 37
30 37 1
28 29 48
27 20 37
23 18 37
32 9 28
24 31 28
40 42 37
13 23 36
48 7 37
19 23 37
38 42 37
42 5 37
13 39 39
36 18 37
39 42 37
21 25 21
24 45 37
20 47 48
41 33 37
41 35 37
3 1 1
12 45 37
47 20 48
12 48 37
28 26 28
37 9 37
24 43 1
8 47 48
5 45 37
38 3 28
38 13 36
37 47 37
47 34 37
41 25 37
23 30 1
27 46 37
25 14 1
21 41 37
46 23 28
20 11 37
20 9 39
4 34 37
10 45 37
39 36 39
17 40 48
14 18 1
28 40 48
12 96
10 1 8
9 12 8
4 1 8
9 8 8
7 5 8
5 1 8
2 9 8
4 9 9
1 10 8
8 7 8
3 10 8
10 1 8
9 3 3
11 2 12
11 2 12
5 1 8
2 4 8
5 3 3
10 9 8
12 6 12
9 6 8
4 8 8
4 9 9
7 1 8
4 12 8
6 10 8
2 11 12
7 3 8
3 10 8
3 11 8
12 9 8
11 8 8
6 12 12
2 10 8
7 12 12
12 2 12
7 4 8
9 12 8
9 10 8
12 9 3
5 7 8
12 4 8
9 3 3
1 12 8
11 7 7
4 9 9
8 6 8
12 4 8
5 9 3
5 7 8
6 8 8
4 6 8
5 1 8
9 5 3
5 11 8
4 10 8
12 5 8
11 8 8
6 4 8
12 5 8
10 3 8
9 4 9
8 7 8
8 2 8
6 10 8
12 9 8
12 9 8
2 8 8
2 1 8
1 11 8
3 1 8
1 6 8
6 4 4
12 11 12
11 12 12
6 3 8
11 12 12
12 11 12
9 1 8
12 5 8
1 9 8
1 7 8
7 12 12
5 11 3
9 2 8
3 6 8
10 3 8
2 5 8
5 1 8
4 8 8
5 2 8
3 12 8
7 5 8
9 10 8
7 4 8
10 1 8
23 71
3 11 21
2 14 5
17 10 21
21 14 21
15 20 15
15 14 15
2 21 21
23 13 23
12 7 12
8 16 12
17 12 21
13 6 19
4 2 12
9 5 5
8 15 5
12 15 5
7 3 21
11 9 12
17 19 21
16 23 12
3 13 21
7 12 12
12 23 12
13 20 5
18 3 21
6 21 21
18 20 5
23 2 12
4 13 12
16 9 12
10 2 12
18 1 21
7 8 12
2 1 21
22 19 19
1 22 21
14 15 15
3 8 21
6 15 19
2 13 12
13 21 21
20 1 21
3 4 21
4 16 12
16 18 5
4 2 12
23 14 5
21 4 21
2 19 19
19 22 19
11 18 5
10 19 19
20 5 5
11 23 12
21 22 21
3 5 21
2 1 21
20 9 5
10 15 5
3 23 21
12 13 12
13 2 12
16 15 5
17 11 21
7 11 12
5 2 5
13 14 5
9 3 21
13 20 5
15 3 21
13 16 12
41 37
36 14 11
12 6 11
29 1 13
23 16 13
41 20 13
36 3 11
16 20 13
20 29 13
33 19 11
16 7 34
3 16 34
9 11 11
36 27 36
17 24 11
17 39 11
35 2 28
18 31 34
17 19 11
39 20 13
40 1 13
30 5 11
12 4 12
24 32 34
33 14 34
33 1 13
3 6 11
41 8 11
14 35 28
31 13 13
26 3 11
5 41 34
41 24 12
14 30 11
29 6 11
4 20 13
9 1 13
22 30 11
32 84
7 14 13
10 16 13
17 32 13
31 32 30
13 15 13
18 9 13
11 21 30
22 25 22
30 28 13
31 24 13
24 32 13
30 21 30
17 16 13
32 26 30
5 2 30
12 8 30
1 14 14
12 31 12
25 4 30
15 30 13
26 5 30
25 9 13
6 27 22
6 17 13
7 8 30
6 15 13
10 11 13
31 23 12
16 8 13
4 16 13
29 27 30
5 8 30
12 29 30
26 16 13
28 30 13
28 2 13
16 19 13
28 19 13
23 28 13
10 18 18
27 32 30
22 31 30
16 13 13
2 6 30
4 27 30
9 7 13
16 18 13
12 18 13
19 22 13
20 1 13
24 32 13
4 6 30
25 8 30
4 11 11
8 5 30
20 11 30
20 24 13
25 13 13
22 17 13
2 15 13
5 2 30
32 11 30
9 12 13
26 11 30
27 11 30
27 12 30
25 8 30
22 5 30
12 8 30
29 24 13
19 2 13
8 30 30
23 16 13
4 28 13
32 22 30
17 18 13
21 20 23
13 19 13
17 8 13
6 24 13
28 18 13
25 26 30
9 28 13
10 2 13
27 84
19 2 21
15 14 24
26 18 24
18 17 24
1 20 24
16 9 24
18 15 24
7 6 10
5 2 24
2 26 2
6 1 24
25 13 25
21 14 24
7 14 24
1 8 3
4 10 24
23 7 24
18 4 16
27 6 24
13 25 25
18 24 24
21 20 24
18 21 24
23 15 24
14 8 24
26 17 9
19 20 24
1 11 25
7 6 27
22 19 24
8 19 21
23 1 6
6 5 24
3 10 24
7 18 24
8 2 21
17 20 24
1 25 25
17 9 9
5 8 24
13 16 24
6 14 24
13 19 21
9 4 24
23 14 24
26 4 24
2 16 24
10 9 23
10 5 24
23 8 21
5 14 14
12 20 24
10 23 24
16 24 24
26 25 9
26 3 9
27 4 16
12 17 24
12 16 24
8 10 24
3 1 9
24 7 24
5 24 24
22 3 24
4 14 14
5 7 24
19 15 24
2 5 24
2 5 24
10 19 24
24 2 24
3 22 24
13 27 24
22 12 24
14 4 14
21 5 24
4 7 24
8 1 21
10 6 10
8 26 21
19 10 6
22 18 24
10 24 24
9 17 9
11 78
9 10 7
11 5 5
6 11 6
11 1 1
9 5 1
2 6 6
8 7 1
3 1 1
6 10 1
9 10 7
6 11 6
10 9 7
1 2 1
8 2 1
5 10 1
3 11 1
7 5 1
6 2 6
5 2 6
6 9 1
6 5 6
8 9 1
4 2 1
6 3 1
4 9 4
5 8 1
1 6 1
1 9 1
10 6 1
8 1 1
8 11 1
10 3 7
9 10 7
6 10 1
9 1 1
5 9 1
5 8 1
7 9 7
4 11 1
1 8 1
4 6 1
1 8 1
5 4 1
6 7 1
6 11 6
3 5 1
6 9 1
7 6 1
7 1 1
1 10 1
1 2 1
10 6 1
11 2 6
10 5 1
9 10 7
2 3 1
6 1 1
1 5 1
10 7 7
3 10 7
9 11 1
4 6 1
4 2 1
7 5 1
6 2 6
5 4 1
5 1 1
5 6 6
2 9 1
4 9 4
9 2 1
11 5 5
10 5 1
5 10 1
3 6 1
7 6 1
8 10 1
6 3 1
10 102
5 4 5
8 5 8
6 8 8
6 7 8
4 6 8
1 7 7
1 3 8
4 1 8
6 4 8
9 2 8
2 5 8
5 2 8
7 6 8
6 2 6
5 3 8
4 1 8
2 7 8
10 3 8
6 1 8
2 7 8
3 2 8
6 5 8
9 2 8
10 4 10
2 6 6
10 4 10
9 6 8
3 10 8
4 1 8
7 8 8
6 8 8
1 7 7
1 3 8
8 5 8
6 9 8
5 8 8
5 3 8
2 9 8
8 6 8
8 4 8
2 10 8
1 8 8
2 3 8
6 3 8
2 7 8
1 7 7
4 8 8
8 7 8
5 10 5
9 2 8
10 9 8
9 8 8
9 8 8
10 8 8
9 4 8
6 2 6
9 3 8
5 10 5
5 10 5
6 10 8
1 3 8
9 2 8
3 4 8
7 3 8
2 5 8
3 8 8
6 5 8
5 4 5
4 2 8
7 8 8
4 5 5
4 5 5
9 1 8
4 6 8
4 9 8
10 7 8
2 5 8
9 1 8
8 4 8
1 9 8
2 6 6
7 5 8
6 9 8
4 8 8
6 7 8
4 10 10
8 4 8
9 1 8
3 9 8
3 7 8
5 3 8
3 10 8
10 8 8
5 10 5
9 2 8
10 2 8
1 7 7
8 1 8
5 9 8
1 10 8
3 5 8
9 5 8
9 83
8 3 2
6 2 2
2 7 2
7 2 2
4 2 2
5 2 5
5 3 7
2 7 2
8 5 5
7 2 2
6 7 2
4 3 2
1 6 3
9 6 2
8 3 2
9 6 2
7 8 2
9 7 3
7 2 2
7 3 2
8 2 2
1 8 2
8 2 2
6 5 5
6 2 2
2 9 2
7 3 2
1 9 2
1 7 2
9 7 5
6 9 2
5 9 5
9 8 4
3 6 3
1 4 2
2 5 5
1 9 2
7 4 2
3 5 5
3 4 2
2 8 6
6 1 3
7 5 5
1 8 2
6 8 2
5 3 5
8 2 2
3 5 5
7 3 2
4 2 2
7 3 2
8 4 4
7 6 2
8 4 4
8 6 2
7 9 2
9 8 4
4 2 2
9 5 5
4 2 2
2 6 2
4 2 2
3 8 2
2 5 5
4 1 2
6 1 4
1 8 2
3 7 2
6 7 8
4 7 2
8 7 2
9 8 4
1 2 2
3 7 2
2 1 2
8 3 2
4 3 2
9 8 4
3 9 2
9 8 4
8 3 2
9 4 4
9 4 4
42 44
37 20 30
11 40 30
36 38 30
26 10 30
24 16 30
11 38 30
5 18 30
27 30 30
9 12 30
5 9 9
13 20 28
12 41 30
16 30 30
39 31 24
27 2 28
2 20 28
39 35 9
26 36 30
31 1 9
40 15 30
19 12 30
28 39 28
11 17 9
41 22 30
41 36 30
37 1 30
2 41 30
13 33 30
31 37 30
40 29 30
35 33 30
29 19 37
4 13 28
12 32 30
36 29 30
3 2 28
38 40 30
28 36 30
22 27 32
11 39 9
26 17 30
14 15 30
29 16 37
13 35 28
39 73
39 12 35
35 21 35
17 11 35
28 18 30
28 4 35
10 23 35
15 2 2
9 20 10
2 8 3
5 13 35
35 12 35
7 22 2
32 7 2
21 9 35
2 1 35
26 21 2
1 33 35
30 27 35
1 35 35
12 26 35
7 33 2
24 11 35
33 5 35
30 28 30
6 23 35
22 21 2
12 36 35
32 5 35
32 18 2
12 28 35
31 17 2
10 21 35
24 15 3
7 37 35
7 9 35
8 1 35
29 16 10
21 37 35
16 4 35
7 27 35
11 28 35
32 19 35
3 14 3
10 4 35
8 26 3
8 17 3
22 31 31
6 32 35
33 30 30
38 35 35
30 1 35
12 5 12
28 23 30
13 19 13
15 12 35
33 5 35
11 8 35
14 6 35
34 36 2
38 22 2
26 14 2
21 6 35
11 26 35
29 14 35
28 30 30
12 29 12
26 7 26
14 26 2
39 19 35
26 1 35
8 7 3
27 19 35
22 13 35
29 86
22 12 26
18 27 26
13 19 26
19 25 26
20 15 26
2 26 26
5 29 15
3 6 26
15 21 15
3 1 26
4 11 26
22 15 26
7 2 26
12 4 23
23 28 28
4 9 26
2 10 26
18 10 19
17 11 26
12 9 26
14 27 26
8 13 15
15 8 15
24 4 26
18 16 26
18 6 19
26 12 26
21 8 15
7 1 26
11 18 26
6 17 26
26 16 26
1 17 26
20 21 26
27 28 26
16 27 26
24 18 19
8 27 15
27 7 15
19 16 26
25 28 26
2 26 26
12 1 26
10 23 26
24 21 26
14 19 19
7 6 26
3 26 26
26 25 26
29 18 26
9 18 26
6 25 26
4 12 23
14 29 26
28 17 26
16 26 26
9 27 25
11 1 26
7 29 15
28 25 26
4 23 23
29 19 26
13 1 26
20 23 26
5 16 26
22 2 26
16 11 11
15 14 26
23 9 26
11 14 26
2 4 28
14 6 1
17 24 26
24 22 26
19 25 26
6 28 26
7 18 26
20 13 26
21 4 26
19 21 26
27 20 26
21 7 15
16 13 26
21 13 13
22 4 26
6 15 26
6 100
3 6 3
5 4 6
3 5 3
3 1 3
1 4 4
3 2 3
2 5 2
3 2 3
5 6 6
6 2 6
1 3 3
5 2 2
2 4 6
6 5 6
3 2 3
5 1 6
6 5 6
6 1 6
6 3 3
5 4 6
6 5 6
2 1 6
6 5 6
4 6 6
5 2 2
4 3 3
1 2 6
5 4 6
5 2 2
1 2 6
6 1 6
5 6 6
1 5 6
4 3 3
1 2 6
4 6 6
6 5 6
3 2 3
1 5 6
5 3 3
4 2 6
3 4 3
1 6 6
2 1 6
2 1 6
3 1 3
5 3 3
1 5 6
1 2 6
1 3 3
3 2 3
3 4 3
5 1 6
1 4 4
4 5 6
3 1 3
1 2 6
3 4 3
4 2 6
5 4 6
2 4 6
5 3 3
5 4 6
3 6 3
6 3 3
5 2 2
5 2 2
5 1 6
3 1 3
6 3 3
5 3 3
2 6 6
1 2 6
4 1 4
1 5 6
3 5 3
1 3 3
5 3 3
6 5 6
4 2 6
3 4 3
3 1 3
2 5 2
5 2 2
2 1 6
3 2 3
5 6 6
1 2 6
6 1 6
1 3 3
1 4 4
2 3 3
4 6 6
3 2 3
4 3 3
1 5 6
4 2 6
5 2 2
1 3 3
3 6 3
60 120
52 41 58
51 10 59
40 34 59
5 18 59
39 2 59
45 33 13
43 2 59
7 21 59
60 36 17
55 22 59
15 47 59
13 41 59
28 23 59
12 17 59
46 47 59
28 59 59
49 6 59
35 31 39
11 57 59
54 6 59
19 4 59
5 31 59
26 30 59
10 60 17
50 35 59
14 33 59
42 33 59
40 17 59
11 14 58
31 29 39
33 6 59
4 30 59
18 15 33
31 55 59
53 46 30
38 6 59
36 57 59
29 18 59
39 12 39
31 23 59
17 25 59
43 26 59
5 17 59
29 10 59
27 32 59
21 60 59
18 17 17
21 55 45
26 22 59
28 5 59
43 59 59
58 55 59
48 43 39
54 43 59
50 7 58
60 39 10
51 34 13
36 3 59
54 52 58
27 40 58
13 48 13
55 13 59
11 27 11
32 31 13
26 59 59
12 42 59
13 49 59
4 32 59
29 58 59
50 25 58
36 32 59
8 55 59
33 17 59
5 34 59
35 20 59
44 13 59
8 43 54
58 54 58
27 16 59
41 11 11
14 23 5
57 27 59
55 49 59
17 47 17
8 24 59
16 41 59
11 24 59
18 38 59
10 2 59
20 1 1
6 46 59
59 36 59
39 6 59
56 31 59
21 23 59
12 38 4
60 15 59
45 59 59
8 27 58
43 38 59
42 48 59
17 55 17
36 12 59
26 16 4
42 19 59
35 46 59
53 37 59
17 52 59
22 7 58
27 45 59
23 34 59
43 30 59
54 10 59
2 14 58
27 24 59
50 23 58
41 7 58
24 27 59
2 10 59
31 43 39
51 96
12 18 8
5 31 23
50 9 8
51 31 12
23 40 23
36 50 8
25 41 23
31 8 8
13 1 4
21 47 8
48 34 23
11 9 14
16 20 8
11 34 23
2 27 27
47 15 8
18 51 8
40 27 27
13 48 28
24 21 8
13 22 8
31 14 15
17 1 8
28 21 23
3 12 27
28 49 8
7 36 7
19 42 8
1 25 8
16 30 8
37 41 23
40 9 23
7 27 23
21 33 23
41 8 8
31 12 12
50 43 8
48 2 27
11 47 8
36 21 23
22 49 8
44 6 8
32 46 20
32 23 23
22 12 12
26 29 29
1 5 8
18 43 8
44 4 8
37 5 23
3 13 8
22 38 23
12 11 12
28 12 23
6 26 8
25 24 8
49 42 8
15 32 20
8 6 8
42 35 8
37 26 8
42 38 8
10 23 23
23 14 23
23 15 23
6 30 8
24 9 8
45 22 8
3 48 27
21 40 23
31 26 8
34 44 8
17 3 8
7 27 23
51 39 51
10 27 27
11 26 8
13 32 8
35 38 28
31 42 8
42 16 8
35 19 23
23 12 23
23 22 23
14 34 23
2 13 8
15 17 8
47 8 8
33 34 16
2 23 35
49 18 8
15 16 8
30 13 8
33 29 8
39 40 20
23 46 23
60 120
6 41 55
57 12 11
33 17 32
49 35 32
31 59 32
12 19 32
21 30 32
6 24 32
16 46 48
3 16 32
60 43 32
58 2 32
4 56 11
20 9 9
24 27 48
33 47 32
37 21 48
18 45 32
1 12 32
17 11 32
55 50 32
43 38 32
59 5 32
60 31 32
39 19 32
9 31 32
46 21 48
41 14 32
33 57 9
37 30 32
16 45 53
39 55 11
57 20 11
38 43 32
56 39 11
58 60 32
20 23 32
7 32 32
11 53 32
50 60 32
27 4 32
47 25 32
46 14 48
36 20 32
6 38 55
11 8 9
43 57 32
51 17 32
44 3 9
43 60 32
34 53 53
33 31 32
19 18 32
39 23 32
12 35 11
25 14 32
39 13 11
5 32 32
29 40 40
60 32 32
21 47 53
19 18 32
58 20 32
27 12 32
60 38 9
36 19 48
19 46 48
15 36 48
41 16 32
47 40 53
12 18 11
47 46 48
26 25 32
30 26 32
35 5 32
17 38 32
57 35 35
8 50 32
55 58 32
28 33 32
41 16 32
53 27 48
33 39 9
25 2 9
25 11 9
4 31 32
34 52 48
22 60 9
58 5 32
27 9 32
46 54 32
9 57 9
40 51 48
24 8 32
2 19 32
41 11 11
40 54 32
43 1 53
45 44 32
48 50 48
7 48 32
20 35 11
38 13 55
20 7 11
20 13 11
9 50 32
19 34 48
58 46 32
29 47 53
44 59 9
51 25 32
45 56 32
38 39 11
24 32 32
44 28 32
51 60 32
15 30 32
57 13 55
44 26 32
47 4 32
5 98
5 2 1
1 5 1
5 4 4
1 2 1
2 5 1
3 4 4
2 4 4
5 4 4
1 2 1
4 5 4
4 3 4
2 5 1
4 1 4
1 2 1
2 5 1
1 2 1
1 4 4
4 2 4
5 2 1
1 2 1
1 5 1
4 2 4
5 3 1
1 2 1
2 4 4
3 4 4
5 3 1
3 1 1
4 5 4
4 2 4
3 1 1
1 3 1
3 5 1
3 5 1
5 4 4
1 5 1
4 2 4
2 4 4
1 5 1
3 2 1
4 1 4
5 4 4
3 1 1
4 1 4
4 5 4
3 5 1
3 1 1
3 5 1
3 4 4
3 2 1
4 2 4
5 3 1
2 4 4
1 4 3
1 5 1
5 2 1
1 4 4
2 4 4
3 1 1
4 1 4
4 1 4
4 5 4
4 1 4
1 3 1
4 2 4
1 5 1
2 5 1
1 3 1
4 2 4
2 1 1
4 1 4
4 1 4
2 5 1
1 2 1
1 4 4
5 1 1
5 2 1
3 4 4
1 2 1
2 1 1
2 3 1
1 2 1
5 3 1
4 1 4
1 5 1
1 3 1
3 1 1
2 3 1
3 5 1
1 3 1
2 4 4
5 3 1
5 3 1
4 1 4
2 1 1
2 5 1
1 5 1
4 2 4
